REGION,COUNCIL,WARD,SCHOOL NAME,ENROLMENT,ALL TEACHERS,PTR
SHINYANGA,Shinyanga MC,Ibadakuli,BUGWETO,484,15,32
SHINYANGA,Shinyanga MC,Ibadakuli,IBADAKULI,818,10,82
SHINYANGA,Shinyanga MC,Ibadakuli,MWAGALA,306,8,38
SHINYANGA,Shinyanga MC,Ibadakuli,UZOGORE,512,8,64
SHINYANGA,Shinyanga MC,Ibadakuli,VIWANDANI,563,8,70
SHINYANGA,Shinyanga MC,Mwawaza,BUGIMBAGU,285,6,48
SHINYANGA,Shinyanga MC,Mwawaza,MWANTINI,487,7,70
SHINYANGA,Shinyanga MC,Mwawaza,NEGEZI,576,18,32
SHINYANGA,Shinyanga MC,Kizumbi,KIZUMBI,382,10,38
SHINYANGA,Shinyanga MC,Kizumbi,LYANDU,492,7,70
SHINYANGA,Shinyanga MC,Kizumbi,NHELEGANI,1045,15,70
SHINYANGA,Shinyanga MC,Kizumbi,BUGAYAMBELELE,488,10,49
SHINYANGA,Shinyanga MC,Kolandoto,GALAMBA,681,7,97
SHINYANGA,Shinyanga MC,Kolandoto,KOLANDOTO,528,7,75
SHINYANGA,Shinyanga MC,Kolandoto,MWAMAGUNGULI A,468,8,59
SHINYANGA,Shinyanga MC,Kolandoto,MWAMAGUNGULI B,472,7,67
SHINYANGA,Shinyanga MC,Kolandoto,WAME,609,9,68
SHINYANGA,Shinyanga MC,Old Shinyanga,NG'WIHANDO,965,12,80
SHINYANGA,Shinyanga MC,Old Shinyanga,OLD SHY,930,13,72
SHINYANGA,Shinyanga MC,Mwamalili,BUSHOLA,392,4,98
SHINYANGA,Shinyanga MC,Mwamalili,TWENDEPAMOJA,583,6,97
SHINYANGA,Shinyanga MC,Mwamalili,UJAMAA,478,8,60
SHINYANGA,Ushetu,Chona,BUSENDA,577,11,52
SHINYANGA,Ushetu,Chona,CHONA,569,12,47
SHINYANGA,Ushetu,Chona,ISHILA,299,7,43
SHINYANGA,Ushetu,Chona,ITEBELE,697,9,77
SHINYANGA,Ushetu,Chona,NHIMBO,444,7,63
SHINYANGA,Ushetu,Chona,NSALABA,380,8,48
SHINYANGA,Ushetu,Chona,NSHIMBA,580,10,58
SHINYANGA,Ushetu,Chambo,BUSHIMANI,528,8,66
SHINYANGA,Ushetu,Chambo,CHAMBO,905,17,53
SHINYANGA,Ushetu,Chambo,ITUMBILI,415,8,52
SHINYANGA,Ushetu,Chambo,NYAWISHI,628,9,70
SHINYANGA,Ushetu,Chambo,SELYA,476,12,40
SHINYANGA,Ushetu,Kisuke,ITUMBO,426,8,53
SHINYANGA,Ushetu,Kisuke,KISUKE,407,10,41
SHINYANGA,Ushetu,Nyamilangano,MITONGA,397,11,36
SHINYANGA,Ushetu,Nyamilangano,NYAMILANGANO,601,18,33
SHINYANGA,Ushetu,Mapamba,KAWEKUNELELA,362,7,52
SHINYANGA,Ushetu,Mapamba,MAPAMBA,564,7,81
SHINYANGA,Ushetu,Mapamba,NUSSA,269,6,45
SHINYANGA,Ushetu,Bukomela,BUKOMELA,684,14,49
SHINYANGA,Ushetu,Bukomela,NGOKOLO,558,12,47
SHINYANGA,Ushetu,Ukune,BUZABI,288,7,41
SHINYANGA,Ushetu,Ukune,IBOJA,387,15,26
SHINYANGA,Ushetu,Ukune,IGALULA,307,5,61
SHINYANGA,Ushetu,Ukune,ILWILO,200,8,25
SHINYANGA,Ushetu,Ukune,ITALIKE,354,8,44
SHINYANGA,Ushetu,Ukune,KAYENZE,385,7,55
SHINYANGA,Ushetu,Ukune,UKUNE,284,10,28
SHINYANGA,Ushetu,Igunda,BUNASANI,271,7,39
SHINYANGA,Ushetu,Igunda,IGUNDA,508,14,36
SHINYANGA,Ushetu,Igunda,MBUTA,215,8,27
SHINYANGA,Ushetu,Kinamapula,BUTIBU,756,11,69
SHINYANGA,Ushetu,Kinamapula,HONGWA,403,7,58
SHINYANGA,Ushetu,Kinamapula,IKINA,217,7,31
SHINYANGA,Ushetu,Kinamapula,ILEMVE,439,9,49
SHINYANGA,Ushetu,Kinamapula,KASOMELA,325,6,54
SHINYANGA,Ushetu,Kinamapula,KINAMAPULA,466,8,58
SHINYANGA,Ushetu,Kinamapula,LUSHELO,359,7,51
SHINYANGA,Ushetu,Igwamanoni,IGWAMANONI,376,8,47
SHINYANGA,Ushetu,Igwamanoni,IRAMBA,541,12,45
SHINYANGA,Ushetu,Igwamanoni,KIPANGU,304,6,51
SHINYANGA,Ushetu,Igwamanoni,KITONGO,421,8,53
SHINYANGA,Ushetu,Igwamanoni,LUHAGA,710,14,51
SHINYANGA,Ushetu,Igwamanoni,MWAMANYILI,461,7,66
SHINYANGA,Ushetu,Igwamanoni,NYAKASHATALA,506,10,51
SHINYANGA,Ushetu,Mpunze,BULIMA,495,9,55
SHINYANGA,Ushetu,Mpunze,BUTENDE,423,9,47
SHINYANGA,Ushetu,Mpunze,IFUNDE,559,14,40
SHINYANGA,Ushetu,Mpunze,ILEKEBU,211,11,19
SHINYANGA,Ushetu,Mpunze,MPUNZE,342,9,38
SHINYANGA,Ushetu,Sabasabini,BUBUNGU,321,9,36
SHINYANGA,Ushetu,Sabasabini,IPONYANHOLO,523,11,48
SHINYANGA,Ushetu,Sabasabini,KABANGA,465,9,52
SHINYANGA,Ushetu,Sabasabini,LUSONZO,333,8,42
SHINYANGA,Ushetu,Sabasabini,SABASABINI,553,13,43
SHINYANGA,Ushetu,Idahina,BUKINDWASALI,523,8,65
SHINYANGA,Ushetu,Idahina,BUSULWANGUKU,492,9,55
SHINYANGA,Ushetu,Idahina,CHAMVA,261,5,52
SHINYANGA,Ushetu,Idahina,IDAHINA,509,12,42
SHINYANGA,Ushetu,Idahina,IHAPULA,283,8,35
SHINYANGA,Ushetu,Idahina,ISANGA,760,12,63
SHINYANGA,Ushetu,Idahina,MWABOMBA,700,14,50
SHINYANGA,Ushetu,Idahina,NYAMTENGELA,410,9,46
SHINYANGA,Ushetu,Bulungwa,BUKALE,446,8,56
SHINYANGA,Ushetu,Bulungwa,IDETEMYA,436,8,55
SHINYANGA,Ushetu,Bulungwa,KINAMING'HWA,374,7,53
SHINYANGA,Ushetu,Bulungwa,MSEKI,885,21,42
SHINYANGA,Ushetu,Bulungwa,MULUNGU,343,9,38
SHINYANGA,Ushetu,Bulungwa,NYABUSALU,575,7,82
SHINYANGA,Ushetu,Bulungwa,NYAMKONDO,403,8,50
SHINYANGA,Ushetu,Bulungwa,SONGAMBELE,500,12,42
SHINYANGA,Ushetu,Bulungwa,UBAGWE,562,12,47
SHINYANGA,Ushetu,Nyankende,BUNANDA,621,9,69
SHINYANGA,Ushetu,Nyankende,KAGERA,515,8,64
SHINYANGA,Ushetu,Nyankende,NAKAZYOBA,415,8,52
SHINYANGA,Ushetu,Nyankende,NYANKENDE,1102,24,46
SHINYANGA,Ushetu,Nyankende,SINWANKELE,423,8,53
SHINYANGA,Ushetu,Ulewe,BUGOMBA,1112,15,74
SHINYANGA,Ushetu,Ulewe,BUGOMBA B,1557,24,65
SHINYANGA,Ushetu,Ulewe,ITEGA,536,10,54
SHINYANGA,Ushetu,Ulewe,KALO,745,13,57
SHINYANGA,Ushetu,Ulewe,NYALWELWE,1357,17,80
SHINYANGA,Ushetu,Ulewe,IYOGELO,426,10,43
SHINYANGA,Ushetu,Ushetu,IBAMBALA,387,6,65
SHINYANGA,Ushetu,Ushetu,IBELANSUHA,722,14,52
SHINYANGA,Ushetu,Ushetu,KIDANHA,572,10,57
SHINYANGA,Ushetu,Ushetu,MHUGE,542,10,54
SHINYANGA,Ushetu,Ushetu,MKWANGULWA,691,12,58
SHINYANGA,Ushetu,Ushetu,USHETU,714,17,42
SHINYANGA,Ushetu,Uyogo,BUKWIMBA,1003,16,63
SHINYANGA,Ushetu,Uyogo,KALAMA,707,11,64
SHINYANGA,Ushetu,Uyogo,MANUNGU,432,9,48
SHINYANGA,Ushetu,Uyogo,NSUNGA,645,10,65
SHINYANGA,Ushetu,Ulowa,BUGELA,957,15,64
SHINYANGA,Ushetu,Ulowa,ILOMELO,873,16,55
SHINYANGA,Ushetu,Ulowa,KANGEME,1408,25,56
SHINYANGA,Ushetu,Ulowa,ULOWA,1212,18,67
SHINYANGA,Ushetu,Ubagwe,MWADUI,892,8,112
SHINYANGA,Ushetu,Ubagwe,NONWE,1767,34,52
SHINYANGA,Ushetu,Ubagwe,SALAWE,449,3,150
SIMIYU,Bariadi,Dutwa,IGAGANULWA,636,28,23
SIMIYU,Bariadi,Dutwa,LUBAGA,790,27,29
SIMIYU,Bariadi,Dutwa,MWAMONDI,578,17,34
SIMIYU,Bariadi,Dutwa,SENGEREMA,1166,31,38
SIMIYU,Bariadi,Dutwa,TUNGE,875,22,40
SIMIYU,Bariadi,Gilya,IKINABUSHU,787,12,66
SIMIYU,Bariadi,Gilya,ISUYU,655,10,66
SIMIYU,Bariadi,Gilya,MWAUCHUMU,468,4,117
SIMIYU,Bariadi,Gilya,NYAWA 'A',928,10,93
SIMIYU,Bariadi,Gilya,NYAWA 'B',739,13,57
SIMIYU,Bariadi,Ikungulyabashashi,IKUNGULYABASHASHI,935,15,62
SIMIYU,Bariadi,Ikungulyabashashi,LULAYU,517,15,34
SIMIYU,Bariadi,Sapiwi,IGEGU,1119,22,51
SIMIYU,Bariadi,Sapiwi,NYAMIKOMA,674,11,61
SIMIYU,Bariadi,Sapiwi,SANGIDA,740,15,49
SIMIYU,Bariadi,Sapiwi,SAPIWI 'A',737,24,31
SIMIYU,Bariadi,Sapiwi,SAPIWI 'B',512,22,23
SIMIYU,Bariadi,Sapiwi,SAPIWI 'C',721,19,38
SIMIYU,Bariadi,Matongo,MATONGO 'B',915,14,65
SIMIYU,Bariadi,Matongo,MATONGO 'A',1125,17,66
SIMIYU,Bariadi,Matongo,NG'ALITA 'A',616,17,36
SIMIYU,Bariadi,Matongo,NG'ALITA 'B',598,13,46
SIMIYU,Bariadi,Masewa,MASEWA 'A',1255,15,84
SIMIYU,Bariadi,Masewa,MASEWA 'B',657,9,73
SIMIYU,Bariadi,Ngulyati,NGALA,457,14,33
SIMIYU,Bariadi,Ngulyati,NGULYATI,846,26,33
SIMIYU,Bariadi,Ngulyati,NYANGUGE 'B',252,12,21
SIMIYU,Bariadi,Ngulyati,NYANGUGE 'A',589,14,42
SIMIYU,Bariadi,Ngulyati,NYASOSI,417,24,17
SIMIYU,Bariadi,Kasoli,KASOLI,728,16,46
SIMIYU,Bariadi,Kasoli,MWAMLAPA,972,16,61
SIMIYU,Bariadi,Kasoli,NDUHA,324,4,81
SIMIYU,Bariadi,Kasoli,NYAMAGANA,1238,12,103
SIMIYU,Bariadi,Kilalo,IKUNGULYAMBESHI,994,18,55
SIMIYU,Bariadi,Kilalo,KILALO 'A',772,16,48
SIMIYU,Bariadi,Kilalo,KILALO 'B',994,17,58
SIMIYU,Bariadi,Gambosi,NYAMSWA,792,11,72
SIMIYU,Bariadi,Gambosi,GAMBOSI,816,22,37
SIMIYU,Bariadi,Mwasubuya,MWASUBUYA 'A',406,15,27
SIMIYU,Bariadi,Mwasubuya,MWASUBUYA 'B',590,15,39
SIMIYU,Bariadi,Mwasubuya,MISWAKI,619,13,48
SIMIYU,Bariadi,Sakwe,IBULYU,1065,47,23
SIMIYU,Bariadi,Sakwe,MWANGIMU,531,16,33
SIMIYU,Bariadi,Sakwe,MWANZOYA,330,17,19
SIMIYU,Bariadi,Sakwe,SAKWE,860,19,45
SIMIYU,Bariadi,Itubukilo,ITUBUKILO 'A',405,13,31
SIMIYU,Bariadi,Itubukilo,ITUBUKILO 'B',788,16,49
SIMIYU,Bariadi,Itubukilo,MWAMIJONDO,627,16,39
SIMIYU,Bariadi,Nkololo,CHUNGU CHA BAWAWA,736,21,35
SIMIYU,Bariadi,Nkololo,GIYUKI,860,24,36
SIMIYU,Bariadi,Nkololo,MWAMOTO,1154,20,58
SIMIYU,Bariadi,Nkololo,NKOLOLO 'A',1700,34,50
SIMIYU,Bariadi,Nkololo,NKOLOLO 'B',930,24,39
SIMIYU,Bariadi,Mwaumatondo,MWABALIZI,644,6,107
SIMIYU,Bariadi,Mwaumatondo,MWASINASI,1002,11,91
SIMIYU,Bariadi,Mwaumatondo,MWAUMATONDO,825,15,55
SIMIYU,Bariadi,Ihusi,IHUSI 'A',795,28,28
SIMIYU,Bariadi,Ihusi,IHUSI 'B',831,15,55
SIMIYU,Bariadi,Ihusi,MWASHAGATA,1053,12,88
SIMIYU,Bariadi,Mwaubingi,GASUMA 'A',810,14,58
SIMIYU,Bariadi,Mwaubingi,GASUMA 'B',505,10,51
SIMIYU,Bariadi,Mwaubingi,MWAUBINGI,512,20,26
SIMIYU,Bariadi,Gibishi,GIBISHI,622,13,48
SIMIYU,Bariadi,Gibishi,MWABASABI,404,10,40
SIMIYU,Bariadi,Nkindwabiye,DAMIDAMI,440,5,88
SIMIYU,Bariadi,Nkindwabiye,HALAWA,739,8,92
SIMIYU,Bariadi,Nkindwabiye,NKINDWABIYE,964,19,51
SIMIYU,Bariadi,Mwadobana,BYUNA,1133,16,71
SIMIYU,Bariadi,Mwadobana,MWADOBANA,804,16,50
SIMIYU,Bariadi,Mwadobana,IKUNGULYANDILI,693,17,41
SIMIYU,Bariadi,Benemhi,BANEMHI,1076,17,63
SIMIYU,Bariadi,Benemhi,KILABELA 'A',634,14,45
SIMIYU,Bariadi,Benemhi,KILABELA 'B'',385,12,32
SIMIYU,Bariadi TC,Bunamhala,BUNAMHALA UFUNDI,610,11,55
SIMIYU,Bariadi TC,Bunamhala,GIRIKU A,832,9,92
SIMIYU,Bariadi TC,Bunamhala,GIRIKU B,955,11,87
SIMIYU,Bariadi TC,Bunamhala,IMALILO,934,22,42
SIMIYU,Bariadi TC,Bunamhala,KIDALIMANDA,906,13,70
SIMIYU,Bariadi TC,Bunamhala,KILULU,922,15,61
SIMIYU,Bariadi TC,Bunamhala,MAHAHA,918,24,38
SIMIYU,Bariadi TC,Bariadi,SALUNDA,1240,55,23
SIMIYU,Bariadi TC,Bariadi,KIDINDA,1620,43,38
SIMIYU,Bariadi TC,Malambo,BARIADI,1030,59,17
SIMIYU,Bariadi TC,Malambo,NGASHANDA,552,21,26
SIMIYU,Bariadi TC,Nyangokolwa,GAMONDO A,1339,17,79
SIMIYU,Bariadi TC,Nyangokolwa,GAMONDO B,942,10,94
SIMIYU,Bariadi TC,Nyangokolwa,MATALE,725,19,38
SIMIYU,Bariadi TC,Nyangokolwa,NGWANGWALI A,1050,7,150
SIMIYU,Bariadi TC,Nyangokolwa,NGWANGWALI B,660,6,110
SIMIYU,Bariadi TC,Isanga,ISANGA A,500,15,33
SIMIYU,Bariadi TC,Isanga,ISANGA B,721,15,48
SIMIYU,Bariadi TC,Isanga,ISANGA C,925,13,71
SIMIYU,Bariadi TC,Isanga,MAJAHIDA,1000,32,31
SIMIYU,Bariadi TC,Sima,SIMA B,1533,44,35
SIMIYU,Bariadi TC,Sima,SIMA A,1668,50,33
SIMIYU,Bariadi TC,Somanda,NYAUMATA,953,13,73
SIMIYU,Bariadi TC,Somanda,SANUNGU,1088,24,45
SIMIYU,Bariadi TC,Somanda,SOMANDA A,1047,47,22
SIMIYU,Bariadi TC,Somanda,SOMANDA B,591,50,12
SIMIYU,Bariadi TC,Guduwi,DITIMA,712,13,55
SIMIYU,Bariadi TC,Guduwi,GUDUWI A,535,26,21
SIMIYU,Bariadi TC,Guduwi,GUDUWI MLIMANI,544,8,68
SIMIYU,Bariadi TC,Guduwi,YEYA,334,9,37
SIMIYU,Bariadi TC,Nyakabindi,BUPANDAGILA,645,14,46
SIMIYU,Bariadi TC,Nyakabindi,MWAKIBUGA A,632,10,63
SIMIYU,Bariadi TC,Nyakabindi,MWAKIBUGA B,741,10,74
SIMIYU,Bariadi TC,Nyakabindi,NYAKABINDI,806,12,67
SIMIYU,Bariadi TC,Nyakabindi,OLD MASWA,1361,25,54
SIMIYU,Bariadi TC,Mhango,MBITI,688,11,63
SIMIYU,Bariadi TC,Mhango,MHANGO,1101,16,69
SIMIYU,Bariadi TC,Mhango,SHIMBALE,1081,16,68
SIMIYU,Itilima,Bumera,BULOLAMBESHI,751,32,23
SIMIYU,Itilima,Bumera,BUMERA,1066,16,67
SIMIYU,Itilima,Bumera,HABIYA,1148,12,96
SIMIYU,Itilima,Ikindilo,IKINDILO,828,21,39
SIMIYU,Itilima,Ikindilo,MWAMUNGESHA,800,17,47
SIMIYU,Itilima,Ikindilo,NG'WABUKI,478,16,30
SIMIYU,Itilima,Ikindilo,NTENGA,676,14,48
SIMIYU,Itilima,Ikindilo,NYANG'OMBE,221,5,44
SIMIYU,Itilima,Mwamtani,MWAMTANI 'A',892,10,89
SIMIYU,Itilima,Mwamtani,MWAMTANI 'B',795,13,61
SIMIYU,Itilima,Mwaswale,LUNG'WA,859,15,57
SIMIYU,Itilima,Mwaswale,MWASWALE,1104,19,58
SIMIYU,Itilima,Mwaswale,NG'WALALI,854,18,47
SIMIYU,Itilima,Nkuyu,NKUYU,1238,12,103
SIMIYU,Itilima,Nkuyu,NYANTUNGUTU,555,9,62
SIMIYU,Itilima,Sagata,GASWA,892,12,74
SIMIYU,Itilima,Sagata,IPILILI,578,3,193
SIMIYU,Itilima,Sagata,LAINI 'A',1064,22,48
SIMIYU,Itilima,Sagata,LAINI 'B',766,15,51
SIMIYU,Itilima,Sagata,SAGATA,710,19,37
SIMIYU,Itilima,Mwalushu,MWAMIGAGANI,480,18,27
SIMIYU,Itilima,Mwalushu,MWANUNUI,537,15,36
SIMIYU,Itilima,Mwalushu,NG'WALUSHU,758,20,38
SIMIYU,Itilima,Mwalushu,NG'HOMANGO,180,6,30
SIMIYU,Itilima,Mwamapalala,IDOSELO,893,23,39
SIMIYU,Itilima,Mwamapalala,MWAMAPALALA MSETO,442,22,20
SIMIYU,Itilima,Mwamapalala,MWAMUNHU,610,16,38
SIMIYU,Itilima,Mwamapalala,NGEME,798,15,53
SIMIYU,Itilima,Mwamapalala,NKOLOLO ITILIMA,393,18,22
SIMIYU,Itilima,Nkoma,DASINA 'A',902,23,39
SIMIYU,Itilima,Nkoma,DASINA 'B',613,16,38
SIMIYU,Itilima,Nkoma,GAMBASINGU 'A',563,16,35
SIMIYU,Itilima,Nkoma,GAMBASINGU 'B',404,17,24
SIMIYU,Itilima,Nkoma,MUSOMA,300,8,38
SIMIYU,Itilima,Nkoma,NG'WANG'WITA 'A',1212,15,81
SIMIYU,Itilima,Nkoma,NG'WANG'WITA 'B',689,10,69
SIMIYU,Itilima,Nkoma,NKOMA 'A',701,16,44
SIMIYU,Itilima,Nkoma,NKOMA'B'',678,14,48
SIMIYU,Itilima,Nyamalapa,BUNAMHALA ITILIMA,619,15,41
SIMIYU,Itilima,Nyamalapa,BUNAMHALA MBUGANI,627,15,42
SIMIYU,Itilima,Nyamalapa,KIMALI,1193,30,40
SIMIYU,Itilima,Nyamalapa,NYAMALAPA,901,24,38
SIMIYU,Itilima,Budalabujiga,BUDALABUJIGA 'A',866,20,43
SIMIYU,Itilima,Budalabujiga,BUDALABUJIGA 'B',822,20,41
SIMIYU,Itilima,Budalabujiga,MITOBO,615,22,28
SIMIYU,Itilima,Chinamili,NANGA 'A',685,16,43
SIMIYU,Itilima,Chinamili,NANGA 'B',724,16,45
SIMIYU,Itilima,Chinamili,SALI,651,5,130
SIMIYU,Itilima,Chinamili,SENANI,1166,17,69
SIMIYU,Itilima,Chinamili,CHINAMILI,661,12,55
SIMIYU,Itilima,Lagangabilili,LAGANGABILILI,1007,24,42
SIMIYU,Itilima,Lagangabilili,NG'HESHA,771,17,45
SIMIYU,Itilima,Lagangabilili,NGUNO,945,23,41
SIMIYU,Itilima,Migato,LONGALOMBOGO,894,14,64
SIMIYU,Itilima,Migato,MIGATO,1296,27,48
SIMIYU,Itilima,Migato,MWAMHUNDA,701,12,58
SIMIYU,Itilima,Migato,SHISHANI,1034,15,69
SIMIYU,Itilima,Mhunze,MADILANA,745,16,47
SIMIYU,Itilima,Mhunze,MHUNZE,1065,20,53
SIMIYU,Itilima,Ndolelezi,MWANYITANGA,580,7,83
SIMIYU,Itilima,Ndolelezi,MWAOGAMA,479,13,37
SIMIYU,Itilima,Ndolelezi,NANGALE,447,10,45
SIMIYU,Itilima,Ndolelezi,NDOLELEJI,621,18,35
SIMIYU,Itilima,Kinang'weli,KINANG'WELI,693,9,77
SIMIYU,Itilima,Kinang'weli,LALANG'OMBE,430,8,54
SIMIYU,Itilima,Kinang'weli,MWAGIMAGI,339,10,34
SIMIYU,Itilima,Kinang'weli,MWAKILANGI,387,14,28
SIMIYU,Itilima,Luguru,IKUNGULIPU 'A',804,22,37
SIMIYU,Itilima,Luguru,IKUNGULIPU 'B',644,17,38
SIMIYU,Itilima,Luguru,ITUBILO,914,27,34
SIMIYU,Itilima,Luguru,LUGURU,834,33,25
SIMIYU,Itilima,Luguru,NG'WAGINDU,855,23,37
SIMIYU,Itilima,Mbita,KIDULA,543,11,49
SIMIYU,Itilima,Mbita,MWAMUNEMHA,484,14,35
SIMIYU,Itilima,Mbita,SUNZULA 'A',614,13,47
SIMIYU,Itilima,Mbita,SUNZULA 'B',595,11,54
SIMIYU,Itilima,Nhobora,INALO,697,22,32
SIMIYU,Itilima,Nhobora,NHOBORA 'A',623,11,57
SIMIYU,Itilima,Nhobora,NHOBORA 'B',673,13,52
SIMIYU,Itilima,Sawida,MAHEMBE,673,17,40
SIMIYU,Itilima,Sawida,SAWIDA 'A',595,11,54
SIMIYU,Itilima,Sawida,SAWIDA 'B',432,10,43
SIMIYU,Itilima,Zagayu,KABALE,539,10,54
SIMIYU,Itilima,Zagayu,KASHISHI,565,14,40
SIMIYU,Itilima,Zagayu,ZAGAYU,657,15,44
SIMIYU,Itilima,Zagayu,ZANZUI,857,5,171
SIMIYU,Maswa,Buchambi,KINAMWIGULU,599,7,86
SIMIYU,Maswa,Buchambi,KIZUNGU,598,9,66
SIMIYU,Maswa,Buchambi,NG'HAYA,380,11,35
SIMIYU,Maswa,Buchambi,SAYUSAYU,849,16,53
SIMIYU,Maswa,Buchambi,Inenwa,111,2,56
SIMIYU,Maswa,Mwamashimba,BUYUBI,787,18,44
SIMIYU,Maswa,Mwamashimba,DODOMA,803,17,47
SIMIYU,Maswa,Zanzui,MALITA,554,12,46
SIMIYU,Maswa,Zanzui,MWABUJIKU,377,7,54
SIMIYU,Maswa,Zanzui,ZANZUI,582,12,49
SIMIYU,Maswa,Isanga,FUNIKA,520,8,65
SIMIYU,Maswa,Isanga,ISANGA,605,9,67
SIMIYU,Maswa,Isanga,NJIAPANDA,518,12,43
SIMIYU,Maswa,Busangi,BUSAMUDA,450,10,45
SIMIYU,Maswa,Busangi,ISULILO,511,14,37
SIMIYU,Maswa,Busangi,KIDEMA,558,10,56
SIMIYU,Maswa,Busangi,NGONGWA,303,7,43
SIMIYU,Maswa,Masela,GUMALI,348,9,39
SIMIYU,Maswa,Masela,MASELA,494,13,38
SIMIYU,Maswa,Masela,MWABUKI,311,7,44
SIMIYU,Maswa,Masela,MWASAYI,669,15,45
SIMIYU,Maswa,Masela,WIGELEKELO,709,10,71
SIMIYU,Maswa,Seng'wa,MWABOMBA,520,9,58
SIMIYU,Maswa,Seng'wa,MWANUNDI,319,9,35
SIMIYU,Maswa,Seng'wa,NTUZU,407,8,51
SIMIYU,Maswa,Seng'wa,SENG'WA,687,11,62
SIMIYU,Maswa,Lalago,GULA,530,12,44
SIMIYU,Maswa,Lalago,LALAGO NJE,526,10,53
SIMIYU,Maswa,Lalago,LALAGO UF,531,12,44
SIMIYU,Maswa,Lalago,MWAKIDIGA,578,9,64
SIMIYU,Maswa,Mbaragane,BUHANGIJA,415,5,83
SIMIYU,Maswa,Mbaragane,MANDANG'OMBE,488,9,54
SIMIYU,Maswa,Mbaragane,MBARAGANE,517,9,57
SIMIYU,Maswa,Mbaragane,MLIMANI,251,7,36
SIMIYU,Maswa,Mbaragane,SULU,477,11,43
SIMIYU,Maswa,Dakama,S/MWAMPUYA,273,11,25
SIMIYU,Maswa,Dakama,SHINYANGA,394,12,33
SIMIYU,Maswa,Sangamwalugesha,MWANDETE,667,12,56
SIMIYU,Maswa,Sangamwalugesha,MWANINDO,364,8,46
SIMIYU,Maswa,Sangamwalugesha,S/MWALUGESHA,552,9,61
SIMIYU,Maswa,Budekwa,BUDEKWA,601,13,46
SIMIYU,Maswa,Budekwa,KILOLELI,660,9,73
SIMIYU,Maswa,Mwabaratulu,MWABARATURU,471,11,43
SIMIYU,Maswa,Mwabaratulu,MWAMASHINDIKE,722,8,90
SIMIYU,Maswa,Busilili,BUSHITALA,777,11,71
SIMIYU,Maswa,Busilili,MASANWA,656,11,60
SIMIYU,Maswa,Bugarama,BUGARAMA,544,10,54
SIMIYU,Maswa,Bugarama,BUHUNGUKILA,564,11,51
SIMIYU,Maswa,Bugarama,ISHIMA,426,8,53
SIMIYU,Maswa,Sukuma,HINDUKI 'M',468,8,59
SIMIYU,Maswa,Sukuma,MWADILA 'A',359,18,20
SIMIYU,Maswa,Sukuma,MWAFA,355,8,44
SIMIYU,Maswa,Sukuma,ZABAZABA,322,9,36
SIMIYU,Maswa,Sukuma,ISAGENG'HE,459,12,38
SIMIYU,Maswa,Ng'wigwa,AZIMIO,682,13,52
SIMIYU,Maswa,Ng'wigwa,IGONGWA,312,7,45
SIMIYU,Maswa,Ng'wigwa,MWADILA 'B',598,8,75
SIMIYU,Maswa,Ng'wigwa,MWASITA,384,11,35
SIMIYU,Maswa,Nguliguli,MWASHEGESHI,661,7,94
SIMIYU,Maswa,Nguliguli,NGULIGULI,1045,14,75
SIMIYU,Maswa,Mwamanenge,IWELIMO,815,11,74
SIMIYU,Maswa,Mwamanenge,MWAMANENGE 'A',867,13,67
SIMIYU,Maswa,Mwamanenge,MWAMANENGE 'B',441,8,55
SIMIYU,Maswa,Mpindo,IGUMANGOBO,429,7,61
SIMIYU,Maswa,Mpindo,KIDAGANDA,472,9,52
SIMIYU,Maswa,Mpindo,MPINDO,724,13,56
SIMIYU,Maswa,Mpindo,MWAFUMBUKA,348,11,32
SIMIYU,Maswa,Senani,ILAMBAMBASA,537,7,77
SIMIYU,Maswa,Senani,JILAGO,404,7,58
SIMIYU,Maswa,Senani,MWABADIMI,330,7,47
SIMIYU,Maswa,Senani,SENANI,680,10,68
SIMIYU,Maswa,Senani,ZEBEYA,416,10,42
SIMIYU,Maswa,Ipililo,BUSHASHI,562,10,56
SIMIYU,Maswa,Ipililo,IKUNGULYANKOMA,762,11,69
SIMIYU,Maswa,Ipililo,IPILILO 'A',953,18,53
SIMIYU,Maswa,Ipililo,IPILILO 'B',915,15,61
SIMIYU,Maswa,Ipililo,MWAMITUMAI,630,6,105
SIMIYU,Maswa,Malampaka,BUKIGI,437,10,44
SIMIYU,Maswa,Malampaka,HINDUKI 'S',635,14,45
SIMIYU,Maswa,Malampaka,MALAMPAKA,908,18,50
SIMIYU,Maswa,Malampaka,MWATIGI,364,8,46
SIMIYU,Maswa,Mataba,LALI,511,13,39
SIMIYU,Maswa,Mataba,NYABUBINZA,425,8,53
SIMIYU,Maswa,Badi,BUKANGILIJA,602,12,50
SIMIYU,Maswa,Badi,IKUNGU,481,9,53
SIMIYU,Maswa,Badi,JIHU,474,7,68
SIMIYU,Maswa,Badi,MUHIDA,666,12,56
SIMIYU,Maswa,Badi,NYASHIMBA,413,7,59
SIMIYU,Maswa,Badi,Nhelela,149,2,75
SIMIYU,Maswa,Nyabubinza,IGWATA,621,12,52
SIMIYU,Maswa,Nyabubinza,KIDABU,455,12,38
SIMIYU,Maswa,Nyabubinza,MWABAGALU,595,10,60
SIMIYU,Maswa,Nyabubinza,MWANHEGELE,443,12,37
